Epoch,Loss,Val_HR_10,Val_NDCG_10
1,5.1638,0.3492,0.2136
2,5.1172,0.356,0.2187
3,5.0859,0.3574,0.2195
4,5.0595,0.3598,0.2197
5,5.0365,0.3588,0.2184
6,5.0146,0.3671,0.225
