Epoch,Loss,Val_HR_10,Val_NDCG_10
1,6.6138,0.2492,0.1459
2,5.8475,0.2779,0.1629
3,5.6847,0.2945,0.1752
4,5.5991,0.3025,0.1785
5,5.5413,0.3125,0.1856
6,5.4983,0.3162,0.1891
