Epoch,Loss,Val_HR_10,Val_NDCG_10
1,6.605,0.2154,0.1274
2,6.5455,0.1482,0.0828
3,6.6346,0.1464,0.0815
4,6.5139,0.1717,0.0957
5,6.4277,0.1813,0.1038
6,6.4043,0.1561,0.088
7,6.6619,0.134,0.0732
8,6.5678,0.168,0.0933
9,6.5661,0.1562,0.0898
10,6.8584,0.1005,0.0505
11,6.9081,0.1225,0.0657
